"","gene_name","gene_type","total","known","ISM.pre","ISM.suffix","NIC","NNC"
"492","AC006971.1","processed_pseudogene",1,1,0,0,0,0
"493","AC006978.1","processed_pseudogene",1,1,0,0,0,0
"494","AC006994.2","lncRNA",1,1,0,0,0,0
"495","AC007000.2","processed_pseudogene",1,1,0,0,0,0
"496","AC007000.3","processed_pseudogene",1,1,0,0,0,0
"497","AC007012.1","processed_pseudogene",1,1,0,0,0,0
"498","AC007012.2","TEC",1,1,0,0,0,0
"499","AC007014.2","lncRNA",1,1,0,0,0,0
"500","AC007029.2","lncRNA",1,1,0,0,0,0
"501","AC007032.1","lncRNA",1,1,0,0,0,0
"502","AC007036.3","lncRNA",1,1,0,0,0,0
"503","AC007038.1","lncRNA",1,1,0,0,0,0
"504","AC007040.2","protein_coding",3,0,1,0,0,2
"505","AC007041.1","processed_pseudogene",1,1,0,0,0,0
"506","AC007066.2","lncRNA",4,2,1,0,1,0
"507","AC007068.1","processed_pseudogene",1,1,0,0,0,0
"508","AC007098.1","lncRNA",1,1,0,0,0,0
"509","AC007098.2","processed_pseudogene",1,1,0,0,0,0
"510","AC007114.1","lncRNA",2,2,0,0,0,0
"511","AC007114.2","lncRNA",1,1,0,0,0,0
"512","AC007151.1","processed_pseudogene",1,1,0,0,0,0
"513","AC007161.2","processed_pseudogene",1,1,0,0,0,0
"514","AC007191.1","TEC",1,1,0,0,0,0
"515","AC007192.1","protein_coding",31,0,2,9,5,16
"516","AC007216.2","lncRNA",1,1,0,0,0,0
"517","AC007216.3","lncRNA",1,1,0,0,0,0
"518","AC007218.3","lncRNA",1,1,0,0,0,0
"519","AC007224.1","processed_pseudogene",1,1,0,0,0,0
"520","AC007237.1","processed_pseudogene",1,1,0,0,0,0
"521","AC007250.1","lncRNA",1,1,0,0,0,0
"522","AC007255.2","processed_pseudogene",1,1,0,0,0,0
"523","AC007256.1","processed_pseudogene",1,1,0,0,0,0
"524","AC007262.2","lncRNA",2,1,0,0,1,0
"525","AC007272.1","lncRNA",1,1,0,0,0,0
"526","AC007283.2","processed_pseudogene",1,1,0,0,0,0
"527","AC007285.1","lncRNA",2,1,0,1,0,0
"528","AC007292.1","lncRNA",1,1,0,0,0,0
"529","AC007292.2","lncRNA",1,1,0,0,0,0
"530","AC007312.1","processed_pseudogene",1,1,0,0,0,0
"531","AC007318.1","processed_pseudogene",1,1,0,0,0,0
"532","AC007318.3","transcribed_processed_pseudogene",1,1,0,0,0,0
"533","AC007326.1","processed_pseudogene",1,1,0,0,0,0
"534","AC007327.1","processed_pseudogene",1,1,0,0,0,0
"535","AC007336.1","lncRNA",1,1,0,0,0,0
"536","AC007342.6","TEC",1,1,0,0,0,0
"537","AC007342.7","TEC",1,1,0,0,0,0
"538","AC007349.2","lncRNA",1,1,0,0,0,0
"539","AC007349.4","lncRNA",1,1,0,0,0,0
"540","AC007358.1","miRNA",1,1,0,0,0,0
"541","AC007365.1","lncRNA",1,1,0,0,0,0
"542","AC007375.3","lncRNA",1,1,0,0,0,0
"543","AC007378.1","lncRNA",1,1,0,0,0,0
"544","AC007382.1","TEC",1,1,0,0,0,0
"545","AC007386.1","processed_pseudogene",1,1,0,0,0,0
"546","AC007390.2","lncRNA",1,1,0,0,0,0
"547","AC007394.1","processed_pseudogene",1,1,0,0,0,0
"548","AC007405.2","lncRNA",1,0,1,0,0,0
"549","AC007405.3","lncRNA",3,3,0,0,0,0
"550","AC007405.4","lncRNA",4,4,0,0,0,0
"551","AC007406.3","lncRNA",1,1,0,0,0,0
"552","AC007406.5","lncRNA",1,1,0,0,0,0
"553","AC007424.1","transcribed_processed_pseudogene",1,1,0,0,0,0
"554","AC007432.1","lncRNA",1,1,0,0,0,0
"555","AC007435.1","miRNA",1,1,0,0,0,0
"556","AC007450.4","processed_pseudogene",1,1,0,0,0,0
"557","AC007485.2","TEC",1,1,0,0,0,0
"558","AC007490.1","TEC",1,1,0,0,0,0
"559","AC007496.3","TEC",1,1,0,0,0,0
"560","AC007497.1","lncRNA",1,1,0,0,0,0
"561","AC007535.1","miRNA",1,1,0,0,0,0
"562","AC007541.1","lncRNA",1,1,0,0,0,0
"563","AC007559.1","processed_pseudogene",1,1,0,0,0,0
"564","AC007566.1","lncRNA",2,2,0,0,0,0
"565","AC007598.3","TEC",1,1,0,0,0,0
"566","AC007599.1","processed_pseudogene",1,1,0,0,0,0
"567","AC007608.4","TEC",1,1,0,0,0,0
"568","AC007611.1","lncRNA",1,1,0,0,0,0
"569","AC007613.1","lncRNA",1,1,0,0,0,0
"570","AC007614.1","lncRNA",11,11,0,0,0,0
"571","AC007619.2","processed_pseudogene",1,1,0,0,0,0
"572","AC007620.3","lncRNA",1,1,0,0,0,0
"573","AC007622.1","processed_pseudogene",1,1,0,0,0,0
"574","AC007656.2","lncRNA",2,1,0,0,1,0
"575","AC007663.3","lncRNA",1,1,0,0,0,0
"576","AC007663.4","lncRNA",1,1,0,0,0,0
"577","AC007671.1","lncRNA",1,1,0,0,0,0
"578","AC007683.1","processed_pseudogene",1,1,0,0,0,0
"579","AC007684.2","lncRNA",1,1,0,0,0,0
"580","AC007686.3","lncRNA",1,1,0,0,0,0
"581","AC007686.4","lncRNA",1,1,0,0,0,0
"582","AC007687.1","lncRNA",1,1,0,0,0,0
"583","AC007731.1","miRNA",1,1,0,0,0,0
"584","AC007731.2","processed_pseudogene",1,1,0,0,0,0
"585","AC007738.1","processed_pseudogene",1,1,0,0,0,0
"586","AC007743.1","lncRNA",4,4,0,0,0,0
"587","AC007750.1","lncRNA",1,1,0,0,0,0
"588","AC007780.1","lncRNA",1,1,0,0,0,0
"589","AC007785.3","lncRNA",1,1,0,0,0,0
"590","AC007786.1","lncRNA",3,1,0,0,2,0
"591","AC007786.2","lncRNA",1,1,0,0,0,0
"592","AC007786.3","lncRNA",1,1,0,0,0,0
"593","AC007786.4","lncRNA",1,1,0,0,0,0
"594","AC007787.2","TEC",1,1,0,0,0,0
"595","AC007792.1","TEC",1,1,0,0,0,0
"596","AC007823.1","lncRNA",1,1,0,0,0,0
"597","AC007842.1","miRNA",1,1,0,0,0,0
"598","AC007842.1","processed_pseudogene",1,0,0,0,0,0
"599","AC007848.2","lncRNA",1,1,0,0,0,0
"600","AC007879.4","lncRNA",1,1,0,0,0,0
"601","AC007881.3","lncRNA",1,1,0,0,0,0
"602","AC007899.1","processed_pseudogene",1,1,0,0,0,0
"603","AC007919.2","processed_pseudogene",1,1,0,0,0,0
"604","AC007920.2","lncRNA",2,1,0,0,0,1
"605","AC007938.1","lncRNA",1,1,0,0,0,0
"606","AC007938.2","lncRNA",1,1,0,0,0,0
"607","AC007938.3","lncRNA",1,1,0,0,0,0
"608","AC007950.2","lncRNA",1,1,0,0,0,0
"609","AC007992.2","processed_pseudogene",1,1,0,0,0,0
"610","AC007996.1","lncRNA",1,1,0,0,0,0
"611","AC008012.1","protein_coding",2,0,0,0,0,0
"612","AC008013.2","transcribed_unprocessed_pseudogene",1,1,0,0,0,0
"613","AC008014.1","lncRNA",2,2,0,0,0,0
"614","AC008026.3","lncRNA",1,1,0,0,0,0
"615","AC008038.1","processed_pseudogene",1,1,0,0,0,0
"616","AC008040.1","lncRNA",2,2,0,0,0,0
"617","AC008055.2","lncRNA",2,1,0,0,0,1
"618","AC008060.1","lncRNA",1,1,0,0,0,0
"619","AC008065.1","processed_pseudogene",1,1,0,0,0,0
"620","AC008074.1","processed_pseudogene",1,1,0,0,0,0
"621","AC008074.2","lncRNA",1,1,0,0,0,0
"622","AC008079.1","lncRNA",1,1,0,0,0,0
"623","AC008080.4","lncRNA",2,2,0,0,0,0
"624","AC008105.1","lncRNA",3,2,0,0,0,0
"625","AC008105.3","lncRNA",1,1,0,0,0,0
"626","AC008115.3","lncRNA",1,1,0,0,0,0
"627","AC008115.4","lncRNA",1,1,0,0,0,0
"628","AC008121.3","lncRNA",1,1,0,0,0,0
"629","AC008121.4","lncRNA",1,1,0,0,0,0
"630","AC008124.1","lncRNA",1,1,0,0,0,0
"631","AC008147.4","processed_pseudogene",1,0,0,0,0,0
"632","AC008164.1","lncRNA",2,2,0,0,0,0
"633","AC008166.1","miRNA",1,1,0,0,0,0
"634","AC008264.2","lncRNA",1,1,0,0,0,0
"635","AC008267.1","processed_pseudogene",1,1,0,0,0,0
"636","AC008267.4","processed_pseudogene",1,1,0,0,0,0
"637","AC008267.5","lncRNA",3,3,0,0,0,0
"638","AC008267.8","TEC",1,1,0,0,0,0
"639","AC008277.2","processed_pseudogene",1,1,0,0,0,0
"640","AC008280.3","lncRNA",1,1,0,0,0,0
"641","AC008379.1","processed_pseudogene",1,1,0,0,0,0
"642","AC008393.1","lncRNA",1,1,0,0,0,0
"643","AC008403.2","lncRNA",1,1,0,0,0,0
"644","AC008417.1","processed_pseudogene",1,1,0,0,0,0
"645","AC008429.1","lncRNA",1,1,0,0,0,0
"646","AC008443.1","lncRNA",3,2,0,0,0,0
"647","AC008443.5","lncRNA",1,1,0,0,0,0
"648","AC008443.8","lncRNA",1,1,0,0,0,0
"649","AC008489.1","processed_pseudogene",1,1,0,0,0,0
"650","AC008494.1","processed_pseudogene",1,1,0,0,0,0
"651","AC008494.3","lncRNA",1,1,0,0,0,0
"652","AC008498.1","unprocessed_pseudogene",1,1,0,0,0,0
"653","AC008507.1","processed_pseudogene",1,1,0,0,0,0
"654","AC008507.2","lncRNA",1,1,0,0,0,0
"655","AC008525.1","lncRNA",5,4,1,0,0,0
"656","AC008532.1","lncRNA",1,1,0,0,0,0
"657","AC008536.1","miRNA",1,1,0,0,0,0
"658","AC008537.3","TEC",1,1,0,0,0,0
"659","AC008543.1","lncRNA",3,0,1,0,2,0
"660","AC008555.1","lncRNA",1,1,0,0,0,0
"661","AC008555.4","lncRNA",1,1,0,0,0,0
"662","AC008555.7","TEC",1,1,0,0,0,0
"663","AC008556.1","lncRNA",1,1,0,0,0,0
"664","AC008567.3","lncRNA",1,1,0,0,0,0
"665","AC008574.1","lncRNA",1,1,0,0,0,0
"666","AC008581.1","miRNA",1,1,0,0,0,0
"667","AC008591.1","lncRNA",3,3,0,0,0,0
"668","AC008608.2","lncRNA",1,1,0,0,0,0
"669","AC008610.1","lncRNA",1,1,0,0,0,0
"670","AC008620.2","processed_pseudogene",1,1,0,0,0,0
"671","AC008622.2","lncRNA",1,1,0,0,0,0
"672","AC008625.1","miRNA",1,1,0,0,0,0
"673","AC008629.1","lncRNA",2,2,0,0,0,0
"674","AC008629.3","processed_pseudogene",1,1,0,0,0,0
"675","AC008638.1","processed_pseudogene",1,1,0,0,0,0
"676","AC008638.2","processed_pseudogene",1,1,0,0,0,0
"677","AC008667.4","lncRNA",1,1,0,0,0,0
"678","AC008669.1","lncRNA",1,1,0,0,0,0
"679","AC008695.1","protein_coding",1,0,1,0,0,0
"680","AC008734.2","lncRNA",1,1,0,0,0,0
"681","AC008735.3","lncRNA",1,1,0,0,0,0
"682","AC008735.4","lncRNA",1,1,0,0,0,0
"683","AC008736.1","lncRNA",1,1,0,0,0,0
"684","AC008738.4","lncRNA",1,1,0,0,0,0
"685","AC008738.7","lncRNA",1,1,0,0,0,0
"686","AC008749.1","processed_pseudogene",1,1,0,0,0,0
"687","AC008750.1","lncRNA",1,1,0,0,0,0
"688","AC008750.2","lncRNA",1,1,0,0,0,0
"689","AC008750.7","lncRNA",1,1,0,0,0,0
"690","AC008751.1","processed_pseudogene",1,1,0,0,0,0
"691","AC008751.3","lncRNA",1,1,0,0,0,0
"692","AC008752.2","miRNA",1,1,0,0,0,0
"693","AC008752.3","lncRNA",1,1,0,0,0,0
"694","AC008752.3","miRNA",1,1,0,0,0,0
"695","AC008758.1","protein_coding",1,1,0,0,0,0
"696","AC008758.3","transcribed_unprocessed_pseudogene",1,1,0,0,0,0
"697","AC008758.4","lncRNA",12,1,1,2,5,3
"698","AC008758.5","protein_coding",1,1,0,0,0,0
"699","AC008764.10","TEC",1,1,0,0,0,0
"700","AC008764.3","lncRNA",1,0,0,0,0,0
"701","AC008764.4","protein_coding",2,2,0,0,0,0
"702","AC008764.7","lncRNA",1,1,0,0,0,0
"703","AC008764.8","lncRNA",1,1,0,0,0,0
"704","AC008764.9","TEC",1,1,0,0,0,0
"705","AC008770.1","protein_coding",3,0,2,0,1,0
"706","AC008770.2","protein_coding",2,2,0,0,0,0
"707","AC008771.1","lncRNA",2,2,0,0,0,0
"708","AC008780.1","lncRNA",2,2,0,0,0,0
"709","AC008806.1","TEC",1,1,0,0,0,0
"710","AC008840.1","lncRNA",3,2,1,0,0,0
"711","AC008870.1","protein_coding",2,2,0,0,0,0
"712","AC008870.2","lncRNA",1,1,0,0,0,0
"713","AC008875.1","lncRNA",1,1,0,0,0,0
"714","AC008875.3","lncRNA",1,1,0,0,0,0
"715","AC008878.3","protein_coding",2,0,0,1,1,0
"716","AC008883.3","lncRNA",1,1,0,0,0,0
"717","AC008894.3","TEC",1,1,0,0,0,0
"718","AC008895.1","TEC",1,1,0,0,0,0
"719","AC008897.3","lncRNA",1,1,0,0,0,0
"720","AC008906.2","lncRNA",1,1,0,0,0,0
"721","AC008915.2","lncRNA",1,1,0,0,0,0
"722","AC008915.3","lncRNA",1,1,0,0,0,0
"723","AC008937.3","lncRNA",1,1,0,0,0,0
"724","AC008945.1","lncRNA",1,1,0,0,0,0
"725","AC008945.2","lncRNA",1,1,0,0,0,0
"726","AC008949.1","miRNA",1,1,0,0,0,0
"727","AC008953.1","processed_pseudogene",1,1,0,0,0,0
"728","AC008957.3","TEC",1,1,0,0,0,0
"729","AC008958.1","processed_pseudogene",1,1,0,0,0,0
"730","AC008966.1","lncRNA",4,4,0,0,0,0
"731","AC008966.2","lncRNA",1,1,0,0,0,0
"732","AC008969.1","lncRNA",10,8,0,1,1,0
"733","AC008972.2","lncRNA",1,1,0,0,0,0
"734","AC008985.1","TEC",1,1,0,0,0,0
"735","AC008992.1","lncRNA",1,1,0,0,0,0
"736","AC008993.1","TEC",1,1,0,0,0,0
"737","AC008993.3","lncRNA",1,1,0,0,0,0
"738","AC009005.1","lncRNA",1,1,0,0,0,0
"739","AC009022.1","lncRNA",10,3,1,1,5,0
"740","AC009032.1","lncRNA",1,1,0,0,0,0
"741","AC009041.3","lncRNA",1,1,0,0,0,0
"742","AC009053.2","transcribed_unprocessed_pseudogene",4,2,1,0,1,0
"743","AC009053.3","lncRNA",1,1,0,0,0,0
"744","AC009061.2","lncRNA",3,3,0,0,0,0
"745","AC009065.2","lncRNA",1,1,0,0,0,0
"746","AC009065.2","miRNA",1,1,0,0,0,0
"747","AC009065.3","lncRNA",1,1,0,0,0,0
"748","AC009065.3","miRNA",1,1,0,0,0,0
"749","AC009065.5","lncRNA",1,0,0,1,0,0
"750","AC009070.1","protein_coding",4,4,0,0,0,0
"751","AC009078.3","TEC",1,1,0,0,0,0
"752","AC009084.2","TEC",1,1,0,0,0,0
"753","AC009088.1","lncRNA",1,1,0,0,0,0
"754","AC009090.4","TEC",1,1,0,0,0,0
"755","AC009090.5","TEC",1,1,0,0,0,0
"756","AC009093.1","lncRNA",2,2,0,0,0,0
"757","AC009093.2","lncRNA",1,1,0,0,0,0
"758","AC009093.6","lncRNA",1,1,0,0,0,0
"759","AC009093.7","TEC",1,1,0,0,0,0
"760","AC009095.1","lncRNA",1,0,0,0,0,1
"761","AC009097.3","lncRNA",1,1,0,0,0,0
"762","AC009102.3","TEC",1,1,0,0,0,0
"763","AC009107.2","lncRNA",2,2,0,0,0,0
"764","AC009108.3","lncRNA",1,1,0,0,0,0
"765","AC009108.5","TEC",1,1,0,0,0,0
"766","AC009113.1","lncRNA",4,1,0,0,0,0
"767","AC009118.2","lncRNA",1,1,0,0,0,0
"768","AC009118.3","lncRNA",1,1,0,0,0,0
"769","AC009119.1","lncRNA",1,1,0,0,0,0
"770","AC009120.2","lncRNA",1,1,0,0,0,0
"771","AC009120.5","lncRNA",1,1,0,0,0,0
"772","AC009126.1","lncRNA",5,4,0,0,0,1
"773","AC009133.1","lncRNA",1,1,0,0,0,0
"774","AC009133.4","lncRNA",1,1,0,0,0,0
"775","AC009133.6","protein_coding",9,0,0,1,2,6
"776","AC009135.2","TEC",1,1,0,0,0,0
"777","AC009145.4","TEC",1,1,0,0,0,0
"778","AC009148.1","lncRNA",1,1,0,0,0,0
"779","AC009152.1","lncRNA",1,1,0,0,0,0
"780","AC009153.1","processed_pseudogene",1,1,0,0,0,0
"781","AC009159.3","lncRNA",1,1,0,0,0,0
"782","AC009163.7","lncRNA",1,1,0,0,0,0
"783","AC009166.2","TEC",1,1,0,0,0,0
"784","AC009196.1","miRNA",1,1,0,0,0,0
"785","AC009220.2","processed_pseudogene",1,1,0,0,0,0
"786","AC009226.1","lncRNA",1,1,0,0,0,0
"787","AC009234.2","miRNA",1,1,0,0,0,0
"788","AC009237.14","lncRNA",1,1,0,0,0,0
"789","AC009237.15","lncRNA",1,1,0,0,0,0
"790","AC009237.3","transcribed_unprocessed_pseudogene",2,2,0,0,0,0
"791","AC009244.1","processed_pseudogene",1,1,0,0,0,0
"792","AC009245.1","processed_pseudogene",1,1,0,0,0,0
"793","AC009248.2","lncRNA",1,1,0,0,0,0
"794","AC009268.2","lncRNA",1,1,0,0,0,0
"795","AC009269.5","lncRNA",1,1,0,0,0,0
"796","AC009271.1","lncRNA",1,1,0,0,0,0
"797","AC009275.1","lncRNA",1,1,0,0,0,0
"798","AC009283.1","lncRNA",1,1,0,0,0,0
"799","AC009299.1","miRNA",1,1,0,0,0,0
"800","AC009299.1","processed_pseudogene",1,1,0,0,0,0
"801","AC009299.2","processed_pseudogene",1,1,0,0,0,0
"802","AC009303.4","TEC",1,1,0,0,0,0
"803","AC009309.2","lncRNA",1,1,0,0,0,0
"804","AC009312.1","lncRNA",1,1,0,0,0,0
"805","AC009313.2","processed_pseudogene",1,1,0,0,0,0
"806","AC009315.1","lncRNA",1,1,0,0,0,0
"807","AC009318.1","lncRNA",2,2,0,0,0,0
"808","AC009318.2","lncRNA",1,1,0,0,0,0
"809","AC009318.3","lncRNA",1,1,0,0,0,0
"810","AC009318.4","lncRNA",1,1,0,0,0,0
"811","AC009403.1","lncRNA",5,4,0,0,1,0
"812","AC009403.2","lncRNA",5,4,1,0,0,0
"813","AC009404.1","lncRNA",4,4,0,0,0,0
"814","AC009407.1","lncRNA",1,1,0,0,0,0
"815","AC009412.1","protein_coding",1,0,0,0,0,0
"816","AC009434.1","lncRNA",1,1,0,0,0,0
"817","AC009486.2","lncRNA",1,1,0,0,0,0
"818","AC009487.2","processed_pseudogene",1,1,0,0,0,0
"819","AC009487.4","TEC",1,1,0,0,0,0
"820","AC009506.2","lncRNA",2,1,0,0,0,1
"821","AC009506.3","processed_pseudogene",1,1,0,0,0,0
"822","AC009533.1","unprocessed_pseudogene",1,0,0,0,1,0
"823","AC009549.1","lncRNA",1,1,0,0,0,0
"824","AC009570.1","lncRNA",1,1,0,0,0,0
"825","AC009704.2","lncRNA",1,1,0,0,0,0
"826","AC009716.2","TEC",1,1,0,0,0,0
"827","AC009779.3","lncRNA",1,1,0,0,0,0
"828","AC009779.4","protein_coding",5,3,1,0,1,0
"829","AC009802.1","lncRNA",2,1,0,1,0,0
"830","AC009812.4","lncRNA",1,1,0,0,0,0
"831","AC009831.1","lncRNA",1,1,0,0,0,0
"832","AC009831.3","lncRNA",1,1,0,0,0,0
"833","AC009835.1","miRNA",1,1,0,0,0,0
"834","AC009878.1","lncRNA",1,1,0,0,0,0
"835","AC009879.3","protein_coding",3,1,0,2,0,0
"836","AC009902.2","lncRNA",2,1,0,0,0,1
"837","AC009902.3","lncRNA",1,1,0,0,0,0
"838","AC009948.1","processed_pseudogene",1,1,0,0,0,0
"839","AC009948.2","lncRNA",1,1,0,0,0,0
"840","AC009948.3","lncRNA",1,1,0,0,0,0
"841","AC009948.4","TEC",1,1,0,0,0,0
"842","AC009950.1","lncRNA",1,1,0,0,0,0
"843","AC009951.4","TEC",1,1,0,0,0,0
"844","AC009951.6","lncRNA",1,1,0,0,0,0
"845","AC009955.2","lncRNA",1,1,0,0,0,0
"846","AC009955.4","lncRNA",2,1,0,0,0,0
"847","AC009961.1","lncRNA",1,1,0,0,0,0
"848","AC009961.4","lncRNA",1,1,0,0,0,0
"849","AC009962.1","lncRNA",1,1,0,0,0,0
"850","AC009967.2","processed_pseudogene",1,1,0,0,0,0
"851","AC009977.1","transcribed_processed_pseudogene",1,1,0,0,0,0
"852","AC010099.2","processed_pseudogene",1,1,0,0,0,0
"853","AC010099.3","processed_pseudogene",1,1,0,0,0,0
"854","AC010132.3","protein_coding",2,1,1,0,0,0
"855","AC010132.4","lncRNA",1,1,0,0,0,0
"856","AC010136.1","lncRNA",1,1,0,0,0,0
"857","AC010163.3","lncRNA",1,1,0,0,0,0
"858","AC010168.2","lncRNA",1,1,0,0,0,0
"859","AC010173.1","lncRNA",2,1,0,0,0,0
"860","AC010186.2","transcribed_unprocessed_pseudogene",6,2,2,0,2,0
"861","AC010186.3","lncRNA",1,1,0,0,0,0
"862","AC010196.1","lncRNA",1,1,0,0,0,0
"863","AC010196.1","miRNA",1,1,0,0,0,0
"864","AC010197.2","protein_coding",4,1,2,0,0,1
"865","AC010198.1","lncRNA",1,1,0,0,0,0
"866","AC010200.1","processed_pseudogene",1,1,0,0,0,0
"867","AC010201.1","lncRNA",1,1,0,0,0,0
"868","AC010201.2","lncRNA",1,1,0,0,0,0
"869","AC010201.3","lncRNA",1,0,0,0,1,0
"870","AC010207.1","lncRNA",1,1,0,0,0,0
"871","AC010210.1","lncRNA",2,2,0,0,0,0
"872","AC010226.1","lncRNA",2,2,0,0,0,0
"873","AC010245.2","lncRNA",1,1,0,0,0,0
"874","AC010247.2","lncRNA",1,1,0,0,0,0
"875","AC010265.1","processed_pseudogene",1,1,0,0,0,0
"876","AC010266.2","lncRNA",1,1,0,0,0,0
"877","AC010285.2","processed_pseudogene",1,1,0,0,0,0
"878","AC010287.1","transcribed_processed_pseudogene",1,1,0,0,0,0
"879","AC010300.1","lncRNA",4,1,0,1,1,0
"880","AC010301.1","processed_pseudogene",1,1,0,0,0,0
"881","AC010306.1","processed_pseudogene",1,1,0,0,0,0
"882","AC010323.1","protein_coding",1,0,0,1,0,0
"883","AC010325.2","lncRNA",1,1,0,0,0,0
"884","AC010326.1","protein_coding",5,2,1,0,1,1
"885","AC010326.4","lncRNA",1,1,0,0,0,0
"886","AC010326.5","transcribed_processed_pseudogene",1,1,0,0,0,0
"887","AC010327.1","miRNA",1,1,0,0,0,0
"888","AC010327.2","protein_coding",1,1,0,0,0,0
"889","AC010327.5","lncRNA",1,1,0,0,0,0
"890","AC010327.6","lncRNA",1,1,0,0,0,0
"891","AC010327.7","lncRNA",1,1,0,0,0,0
"892","AC010327.8","lncRNA",2,2,0,0,0,0
"893","AC010329.1","miRNA",1,1,0,0,0,0
"894","AC010331.1","lncRNA",1,1,0,0,0,0
"895","AC010332.1","unprocessed_pseudogene",1,1,0,0,0,0
"896","AC010332.3","lncRNA",2,2,0,0,0,0
"897","AC010333.3","lncRNA",1,1,0,0,0,0
"898","AC010335.3","TEC",1,1,0,0,0,0
"899","AC010342.1","processed_pseudogene",1,1,0,0,0,0
"900","AC010359.2","lncRNA",1,1,0,0,0,0
"901","AC010385.3","processed_pseudogene",1,1,0,0,0,0
"902","AC010422.1","miRNA",1,1,0,0,0,0
"903","AC010422.6","protein_coding",2,1,0,1,0,0
"904","AC010422.8","protein_coding",4,0,2,1,1,0
"905","AC010424.1","processed_pseudogene",1,1,0,0,0,0
"906","AC010435.1","TEC",1,1,0,0,0,0
"907","AC010442.1","lncRNA",3,3,0,0,0,0
"908","AC010463.1","protein_coding",1,0,0,0,1,0
"909","AC010478.1","lncRNA",1,1,0,0,0,0
"910","AC010480.1","TEC",1,1,0,0,0,0
"911","AC010491.1","lncRNA",1,1,0,0,0,0
"912","AC010522.1","protein_coding",12,5,3,1,3,0
"913","AC010528.1","miRNA",1,1,0,0,0,0
"914","AC010533.1","TEC",1,1,0,0,0,0
"915","AC010536.1","lncRNA",1,1,0,0,0,0
"916","AC010536.3","lncRNA",1,1,0,0,0,0
"917","AC010538.1","lncRNA",1,1,0,0,0,0
"918","AC010542.4","lncRNA",1,1,0,0,0,0
"919","AC010542.6","lncRNA",1,1,0,0,0,0
"920","AC010547.1","lncRNA",1,1,0,0,0,0
"921","AC010547.4","protein_coding",8,1,0,7,0,0
"922","AC010598.1","processed_pseudogene",1,1,0,0,0,0
"923","AC010615.2","lncRNA",11,8,1,0,1,1
"924","AC010616.1","protein_coding",6,1,0,0,3,2
"925","AC010618.3","lncRNA",2,2,0,0,0,0
"926","AC010623.1","lncRNA",2,1,0,0,0,0
"927","AC010624.1","lncRNA",1,1,0,0,0,0
"928","AC010624.5","lncRNA",1,1,0,0,0,0
"929","AC010627.1","processed_pseudogene",1,1,0,0,0,0
"930","AC010632.2","lncRNA",1,1,0,0,0,0
"931","AC010642.1","processed_pseudogene",1,1,0,0,0,0
"932","AC010642.2","lncRNA",6,5,1,0,0,0
"933","AC010653.3","processed_pseudogene",1,1,0,0,0,0
"934","AC010654.1","lncRNA",1,1,0,0,0,0
"935","AC010680.1","lncRNA",1,1,0,0,0,0
"936","AC010680.2","lncRNA",1,1,0,0,0,0
"937","AC010680.3","lncRNA",1,1,0,0,0,0
"938","AC010680.4","lncRNA",1,1,0,0,0,0
"939","AC010680.5","lncRNA",1,1,0,0,0,0
"940","AC010722.1","lncRNA",1,1,0,0,0,0
"941","AC010729.1","lncRNA",3,2,0,0,1,0
"942","AC010733.1","processed_pseudogene",1,1,0,0,0,0
"943","AC010733.2","lncRNA",1,1,0,0,0,0
"944","AC010735.1","lncRNA",1,1,0,0,0,0
"945","AC010735.2","lncRNA",1,1,0,0,0,0
"946","AC010737.1","lncRNA",1,1,0,0,0,0
"947","AC010776.2","lncRNA",1,1,0,0,0,0
"948","AC010776.3","lncRNA",1,1,0,0,0,0
"949","AC010809.2","lncRNA",1,1,0,0,0,0
"950","AC010809.3","lncRNA",1,1,0,0,0,0
"951","AC010857.1","lncRNA",1,1,0,0,0,0
"952","AC010864.1","lncRNA",1,1,0,0,0,0
"953","AC010884.1","lncRNA",1,1,0,0,0,0
"954","AC010889.1","lncRNA",1,1,0,0,0,0
"955","AC010889.2","lncRNA",2,2,0,0,0,0
"956","AC010894.2","lncRNA",1,1,0,0,0,0
"957","AC010896.1","lncRNA",1,1,0,0,0,0
"958","AC010907.1","lncRNA",1,1,0,0,0,0
"959","AC010913.1","lncRNA",1,1,0,0,0,0
"960","AC010931.1","lncRNA",4,3,0,0,0,1
"961","AC010969.2","lncRNA",1,1,0,0,0,0
"962","AC010973.2","lncRNA",1,1,0,0,0,0
"963","AC010980.2","lncRNA",1,1,0,0,0,0
"964","AC010996.1","lncRNA",1,1,0,0,0,0
"965","AC010999.2","lncRNA",1,1,0,0,0,0
"966","AC011008.1","lncRNA",1,1,0,0,0,0
"967","AC011008.2","TEC",1,1,0,0,0,0
"968","AC011199.1","TEC",1,1,0,0,0,0
"969","AC011239.2","TEC",1,1,0,0,0,0
"970","AC011290.2","processed_pseudogene",1,1,0,0,0,0
"971","AC011297.1","lncRNA",1,1,0,0,0,0
"972","AC011308.1","protein_coding",1,0,0,0,0,0
"973","AC011330.1","unprocessed_pseudogene",3,0,0,1,2,0
"974","AC011330.2","lncRNA",1,1,0,0,0,0
"975","AC011337.1","lncRNA",1,1,0,0,0,0
"976","AC011346.1","lncRNA",10,9,1,0,0,0
"977","AC011369.2","TEC",1,1,0,0,0,0
"978","AC011373.1","lncRNA",1,1,0,0,0,0
"979","AC011379.1","lncRNA",1,1,0,0,0,0
"980","AC011389.3","TEC",1,1,0,0,0,0
